source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0055075,potassium ion homeostasis,0.000659141066706574,True,"""Any process involved in the maintenance of an internal steady state of potassium ions within an organism or cell."" [GOC:jid, GOC:mah]",30,1831,12,18452,0.006553795740032769,0.4,query_1,"['GO:0055080', 'GO:0098771']"
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,0.0007241351035060301,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",882,1831,126,18452,0.06881485527034407,0.14285714285714285,query_1,['GO:0007166']
GO:BP,GO:0000578,embryonic axis specification,0.0007417954416371683,True,"""The establishment, maintenance and elaboration of a pattern along a line or a point in an embryo."" [GOC:dph, GOC:go_curators, GOC:sdb_2009, GOC:tb]",35,1831,13,18452,0.0070999453850355,0.37142857142857144,query_1,"['GO:0009798', 'GO:0009880']"
GO:BP,GO:0009880,embryonic pattern specification,0.0007551976490329575,True,"""The process that results in the patterns of cell differentiation that will arise in an embryo."" [GOC:go_curators, ISBN:0521436125]",61,1831,18,18452,0.009830693610049153,0.29508196721311475,query_1,"['GO:0007389', 'GO:0009790']"
GO:BP,GO:0035239,tube morphogenesis,0.0007551976490329575,True,"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",799,1831,116,18452,0.06335335882031677,0.14518147684605756,query_1,"['GO:0009653', 'GO:0035295']"
GO:BP,GO:0007389,pattern specification process,0.0007688133369803098,True,"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]",372,1831,63,18452,0.03440742763517204,0.1693548387096774,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0002021,response to dietary excess,0.0007730967872843404,True,"""The physiological process in which dietary excess is sensed by the central nervous system, resulting in a reduction in food intake and increased energy expenditure."" [GOC:pg, GOC:pr, PMID:12161655]",26,1831,11,18452,0.006007646095030038,0.4230769230769231,query_1,"['GO:0031667', 'GO:0097009']"
GO:BP,GO:0006810,transport,0.0007988904612895665,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",3755,1831,442,18452,0.241398143091207,0.11770972037283622,query_1,['GO:0051234']
GO:BP,GO:0009798,axis specification,0.0008930973437230955,True,"""The establishment, maintenance and elaboration of a pattern along a line or around a point."" [GOC:dph, GOC:go_curators, GOC:isa_complete]",79,1831,21,18452,0.011469142545057346,0.26582278481012656,query_1,['GO:0007389']
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,0.0009060198062515188,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",580,1831,89,18452,0.04860731840524304,0.15344827586206897,query_1,['GO:0007167']
GO:BP,GO:0007154,cell communication,0.0009532103720954796,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",5150,1831,587,18452,0.3205898416166029,0.11398058252427185,query_1,['GO:0009987']
GO:BP,GO:0021953,central nervous system neuron differentiation,0.0009899740617375218,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron whose cell body resides in the central nervous system."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",163,1831,34,18452,0.018569087930092845,0.2085889570552147,query_1,"['GO:0007417', 'GO:0030182']"
GO:BP,GO:0048546,digestive tract morphogenesis,0.0010114704953701203,True,"""The process in which the anatomical structures of the digestive tract are generated and organized. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:dph, GOC:go_curators, PMID:12618131]",41,1831,14,18452,0.007646095030038231,0.34146341463414637,query_1,"['GO:0035239', 'GO:0048565']"
GO:BP,GO:0048666,neuron development,0.0010242188278828867,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",992,1831,138,18452,0.07536865101037685,0.13911290322580644,query_1,"['GO:0030182', 'GO:0048468']"
GO:BP,GO:0005975,carbohydrate metabolic process,0.0010305399343212814,True,"""The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [GOC:mah, ISBN:0198506732]",486,1831,77,18452,0.042053522665210265,0.15843621399176955,query_1,['GO:0044238']
GO:BP,GO:0007601,visual perception,0.0010305399343212814,True,"""The series of events required for an organism to receive a visual stimulus, convert it to a molecular signal, and recognize and characterize the signal. Visual stimuli are detected in the form of photons and are processed to form an image."" [GOC:ai]",130,1831,29,18452,0.015838339705079193,0.2230769230769231,query_1,['GO:0050953']
GO:BP,GO:0120193,tight junction organization,0.0010305399343212814,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a tight junction. A tight junction seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other."" [GOC:krc, GOC:rl]",74,1831,20,18452,0.010922992900054615,0.2702702702702703,query_1,['GO:0045216']
GO:BP,GO:0007416,synapse assembly,0.0010652955429903271,True,"""The aggregation, arrangement and bonding together of a set of components to form a synapse. This process ends when the synapse is mature (functional)."" [GOC:mah]",227,1831,43,18452,0.023484434735117424,0.1894273127753304,query_1,"['GO:0007399', 'GO:0034329', 'GO:0050808']"
GO:BP,GO:0050678,regulation of epithelial cell proliferation,0.0011022758853510223,True,"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]",316,1831,55,18452,0.030038230475150193,0.17405063291139242,query_1,"['GO:0042127', 'GO:0050673']"
GO:BP,GO:0007409,axonogenesis,0.0011085257612953648,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",385,1831,64,18452,0.034953577280174765,0.16623376623376623,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
GO:BP,GO:0045216,cell-cell junction organization,0.0011172901230619323,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",192,1831,38,18452,0.02075368651010377,0.19791666666666666,query_1,['GO:0034330']
GO:BP,GO:0055082,intracellular chemical homeostasis,0.0011538037971360166,True,"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]",528,1831,82,18452,0.04478427089022392,0.1553030303030303,query_1,"['GO:0019725', 'GO:0048878']"
GO:BP,GO:0001658,branching involved in ureteric bud morphogenesis,0.001286631457191038,True,"""The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, PMID:16916378]",58,1831,17,18452,0.009284543965046422,0.29310344827586204,query_1,"['GO:0048754', 'GO:0060675']"
GO:BP,GO:0170044,non-proteinogenic amino acid catabolic process,0.0013191208939473482,True,"""The chemical reactions and pathways resulting in the breakdown of non-proteinogenic amino acids."" [GOC:ew]",15,1831,8,18452,0.004369197160021846,0.5333333333333333,query_1,"['GO:0046395', 'GO:0170041']"
GO:BP,GO:0050953,sensory perception of light stimulus,0.0013258670901469339,True,"""The series of events required for an organism to receive a sensory light stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai]",132,1831,29,18452,0.015838339705079193,0.2196969696969697,query_1,['GO:0007600']
GO:BP,GO:0030216,keratinocyte differentiation,0.0013643406114572428,True,"""The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."" [GOC:dph, GOC:mah, GOC:sdb_2009, GOC:tb]",100,1831,24,18452,0.013107591480065538,0.24,query_1,"['GO:0009913', 'GO:0043588']"
GO:BP,GO:0009062,fatty acid catabolic process,0.0013643406114572428,True,"""The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:go_curators]",100,1831,24,18452,0.013107591480065538,0.24,query_1,"['GO:0006631', 'GO:0016042', 'GO:0072329']"
GO:BP,GO:0016338,calcium-independent cell-cell adhesion,0.0013779054605392734,True,"""The attachment of one cell to another cell via adhesion molecules that do not require the presence of calcium for the interaction."" [GOC:hb]",19,1831,9,18452,0.004915346805024577,0.47368421052631576,query_1,['GO:0098609']
GO:BP,GO:0046394,carboxylic acid biosynthetic process,0.0014426607838876034,True,"""The chemical reactions and pathways resulting in the formation of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",267,1831,48,18452,0.026215182960131075,0.1797752808988764,query_1,"['GO:0016053', 'GO:0019752']"
GO:BP,GO:1901890,positive regulation of cell junction assembly,0.0014449894119160835,True,"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]",88,1831,22,18452,0.012015292190060076,0.25,query_1,"['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']"
GO:BP,GO:0048704,embryonic skeletal system morphogenesis,0.0014600829297585199,True,"""The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]",82,1831,21,18452,0.011469142545057346,0.25609756097560976,query_1,"['GO:0048562', 'GO:0048705', 'GO:0048706']"
GO:BP,GO:0035924,cellular response to vascular endothelial growth factor stimulus,0.001493058239914348,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vascular endothelial growth factor stimulus."" [GOC:BHF, GOC:rl, PMID:18440775]",107,1831,25,18452,0.013653741125068269,0.2336448598130841,query_1,['GO:0071363']
GO:BP,GO:0061005,cell differentiation involved in kidney development,0.0015596999112144825,True,"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells of the kidney as it progresses from its formation to the mature state."" [GOC:mtg_kidney_jan10]",59,1831,17,18452,0.009284543965046422,0.288135593220339,query_1,"['GO:0001822', 'GO:0030154']"
GO:BP,GO:0048706,embryonic skeletal system development,0.0016249902371488448,True,"""The process, occurring during the embryonic phase, whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]",114,1831,26,18452,0.014199890770071,0.22807017543859648,query_1,"['GO:0001501', 'GO:0043009']"
GO:BP,GO:0006575,modified amino acid metabolic process,0.0016340572282149267,True,"""The chemical reactions and pathways involving compounds derived from amino acids, organic acids containing one or more amino substituents."" [GOC:ai]",154,1831,32,18452,0.017476788640087382,0.2077922077922078,query_1,['GO:0008152']
GO:BP,GO:0051239,regulation of multicellular organismal process,0.001665259569973948,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2504,1831,305,18452,0.1665756417258329,0.12180511182108626,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0097306,cellular response to alcohol,0.0017218123438695475,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr]",83,1831,21,18452,0.011469142545057346,0.25301204819277107,query_1,"['GO:0097305', 'GO:1901701']"
GO:BP,GO:0019725,cellular homeostasis,0.0017973262623742162,True,"""Any process involved in the maintenance of an internal steady state at the level of the cell."" [GOC:isa_complete, GOC:jl, ISBN:0395825172]",634,1831,94,18452,0.05133806663025669,0.14826498422712933,query_1,['GO:0042592']
GO:BP,GO:0016053,organic acid biosynthetic process,0.001825544406178608,True,"""The chemical reactions and pathways resulting in the formation of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",270,1831,48,18452,0.026215182960131075,0.17777777777777778,query_1,"['GO:0006082', 'GO:0044283']"
GO:BP,GO:0007186,G protein-coupled receptor signaling pathway,0.001825544406178608,True,"""The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane."" [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]",618,1831,92,18452,0.05024576734025123,0.1488673139158576,query_1,['GO:0007165']
GO:BP,GO:0006000,fructose metabolic process,0.001825544406178608,True,"""The chemical reactions and pathways involving fructose, the ketohexose arabino-2-hexulose. Fructose exists in a open chain form or as a ring compound. D-fructose is the sweetest of the sugars and is found free in a large number of fruits and honey."" [ISBN:0198506732]",12,1831,7,18452,0.0038230475150191155,0.5833333333333334,query_1,['GO:0019318']
GO:BP,GO:0023052,signaling,0.0018318427288599847,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",5127,1831,581,18452,0.3173129437465866,0.11332163058318705,query_1,['GO:0050789']
GO:BP,GO:0030258,lipid modification,0.0018318427288599847,True,"""The covalent alteration of one or more fatty acids in a lipid, resulting in a change in the properties of the lipid."" [GOC:mah]",169,1831,34,18452,0.018569087930092845,0.20118343195266272,query_1,['GO:0006629']
GO:BP,GO:0098719,sodium ion import across plasma membrane,0.0018318427288599847,True,"""The directed movement of sodium ions from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",24,1831,10,18452,0.005461496450027308,0.4166666666666667,query_1,"['GO:0035725', 'GO:0098659']"
GO:BP,GO:0061564,axon development,0.0019377617685533092,True,"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]",433,1831,69,18452,0.037684325505188423,0.15935334872979215,query_1,['GO:0031175']
GO:BP,GO:0001842,neural fold formation,0.001984217955918225,True,"""The process in which the neural fold is formed. The edges of the neural plate thicken and move up to form a U-shaped structure called the neural groove."" [GOC:dph, ISBN:0878932437]",6,1831,5,18452,0.002730748225013654,0.8333333333333334,query_1,"['GO:0014020', 'GO:0016331', 'GO:0048646', 'GO:0060571']"
GO:BP,GO:0043588,skin development,0.0020119580327465376,True,"""The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue."" [GOC:jl, UBERON:0002097]",227,1831,42,18452,0.022938285090114693,0.18502202643171806,query_1,['GO:0048513']
GO:BP,GO:0055123,digestive system development,0.0020810835199961057,True,"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]",116,1831,26,18452,0.014199890770071,0.22413793103448276,query_1,['GO:0048731']
GO:BP,GO:0006820,monoatomic anion transport,0.0021037169101473492,True,"""The directed movement of a monoatomic anion, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic anions (also called simple anions) are negatively charged ions consisting of exactly one atom."" [GOC:ai]",136,1831,29,18452,0.015838339705079193,0.21323529411764705,query_1,['GO:0006811']
GO:BP,GO:0003096,renal sodium ion transport,0.0021109025673774133,True,"""The directed movement of sodium ions (Na+) by the renal system."" [GOC:mtg_cardio]",16,1831,8,18452,0.004369197160021846,0.5,query_1,"['GO:0003014', 'GO:0006814']"
GO:BP,GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,0.0021109025673774133,True,"""The series of molecular signals initiated by collagen binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:15888913, PMID:16626936]",55,1831,16,18452,0.008738394320043691,0.2909090909090909,query_1,"['GO:0007169', 'GO:0038065']"
GO:BP,GO:0040012,regulation of locomotion,0.0021793827032401568,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",934,1831,129,18452,0.07045330420535227,0.1381156316916488,query_1,"['GO:0040011', 'GO:0050789']"
GO:BP,GO:0042060,wound healing,0.0021986960084201066,True,"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]",388,1831,63,18452,0.03440742763517204,0.16237113402061856,query_1,['GO:0009611']
GO:BP,GO:0042363,fat-soluble vitamin catabolic process,0.0021986960084201066,True,"""The chemical reactions and pathways resulting in the breakdown of any of a diverse group of vitamins that are soluble in organic solvents and relatively insoluble in water."" [GOC:jl, ISBN:0198506732]",9,1831,6,18452,0.0032768978700163844,0.6666666666666666,query_1,['GO:0009111']
GO:BP,GO:0006544,glycine metabolic process,0.0021986960084201066,True,"""The chemical reactions and pathways involving glycine, aminoethanoic acid."" [GOC:go_curators]",9,1831,6,18452,0.0032768978700163844,0.6666666666666666,query_1,"['GO:0170039', 'GO:1901605']"
GO:BP,GO:0015820,L-leucine transport,0.0021986960084201066,True,"""The directed movement of L-leucine, 2-amino-4-methylpentanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",9,1831,6,18452,0.0032768978700163844,0.6666666666666666,query_1,"['GO:0015695', 'GO:0015803', 'GO:0015804', 'GO:0015807']"
GO:BP,GO:0038084,vascular endothelial growth factor signaling pathway,0.002287509620184171,True,"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding its receptor on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, PMID:17470632]",85,1831,21,18452,0.011469142545057346,0.24705882352941178,query_1,"['GO:0007169', 'GO:0035924']"
GO:BP,GO:0120192,tight junction assembly,0.002310863253134629,True,"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a tight junction. A tight junction seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other."" [GOC:rl]",67,1831,18,18452,0.009830693610049153,0.26865671641791045,query_1,"['GO:0007043', 'GO:0120193']"
GO:BP,GO:0007043,cell-cell junction assembly,0.0023125064276911626,True,"""The aggregation, arrangement and bonding together of a set of components to form a junction between cells."" [GOC:ai]",137,1831,29,18452,0.015838339705079193,0.2116788321167883,query_1,"['GO:0034329', 'GO:0045216']"
GO:BP,GO:0035850,epithelial cell differentiation involved in kidney development,0.0023197467467302255,True,"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features of an epithelial cell that characterize the cells of the kidney as it progresses from its formation to the mature state."" [GOC:bf, GOC:mtg_kidney_jan10, GOC:yaf, PMID:16216236]",50,1831,15,18452,0.008192244675040962,0.3,query_1,"['GO:0030855', 'GO:0061005']"
GO:BP,GO:0008610,lipid biosynthetic process,0.0023934203185944887,True,"""The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",624,1831,92,18452,0.05024576734025123,0.14743589743589744,query_1,"['GO:0006629', 'GO:0009058']"
GO:BP,GO:0006869,lipid transport,0.0024046769907005248,True,"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]",366,1831,60,18452,0.03276897870016385,0.16393442622950818,query_1,"['GO:0006810', 'GO:0010876']"
GO:BP,GO:0042219,modified amino acid catabolic process,0.002538610020411112,True,"""The chemical reactions and pathways resulting in the breakdown of compounds derived from amino acids, organic acids containing one or more amino substituents."" [GOC:ai]",25,1831,10,18452,0.005461496450027308,0.4,query_1,"['GO:0006575', 'GO:0009056']"
GO:BP,GO:0003002,regionalization,0.0026020496360347175,True,"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]",336,1831,56,18452,0.030584380120152924,0.16666666666666666,query_1,['GO:0007389']
GO:BP,GO:0010876,lipid localization,0.0026342801618696814,True,"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]",383,1831,62,18452,0.03386127799016931,0.1618798955613577,query_1,['GO:0033036']
GO:BP,GO:0086001,cardiac muscle cell action potential,0.002768983029337196,True,"""An action potential that occurs in a cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",74,1831,19,18452,0.010376843255051884,0.25675675675675674,query_1,['GO:0001508']
GO:BP,GO:0019751,polyol metabolic process,0.0028097823651500697,True,"""The chemical reactions and pathways involving a polyol, any alcohol containing three or more hydroxyl groups attached to saturated carbon atoms."" [PMID:30240188]",99,1831,23,18452,0.012561441835062807,0.23232323232323232,query_1,['GO:0006066']
GO:BP,GO:0051234,establishment of localization,0.002857078395656145,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",3968,1831,458,18452,0.2501365374112507,0.11542338709677419,query_1,['GO:0051179']
GO:BP,GO:0048812,neuron projection morphogenesis,0.0029855012760888586,True,"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]",554,1831,83,18452,0.04533042053522665,0.14981949458483754,query_1,"['GO:0031175', 'GO:0120039']"
GO:BP,GO:0030334,regulation of cell migration,0.0030076551846982204,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",865,1831,120,18452,0.0655379574003277,0.13872832369942195,query_1,"['GO:0016477', 'GO:2000145']"
GO:BP,GO:0048565,digestive tract development,0.0030076551846982204,True,"""The process whose specific outcome is the progression of the digestive tract over time, from its formation to the mature structure. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:go_curators]",106,1831,24,18452,0.013107591480065538,0.22641509433962265,query_1,"['GO:0035295', 'GO:0055123']"
GO:BP,GO:1902414,protein localization to cell junction,0.0030076551846982204,True,"""A process in which a protein is transported to, or maintained in, a location within a cell junction."" [GOC:TermGenie, PMID:18332111]",106,1831,24,18452,0.013107591480065538,0.22641509433962265,query_1,['GO:0008104']
GO:BP,GO:0048468,cell development,0.0031400286274244405,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",2374,1831,288,18452,0.15729109776078645,0.12131423757371525,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
GO:BP,GO:0033993,response to lipid,0.0031400286274244405,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]",739,1831,105,18452,0.05734571272528673,0.14208389715832206,query_1,['GO:0042221']
GO:BP,GO:0170041,non-proteinogenic amino acid metabolic process,0.0031400286274244405,True,"""The chemical reactions and pathways involving non-proteingenic amino acids."" [GOC:ew]",46,1831,14,18452,0.007646095030038231,0.30434782608695654,query_1,"['GO:0006520', 'GO:0019752']"
GO:BP,GO:0003018,vascular process in circulatory system,0.0031400286274244405,True,"""A circulatory process that occurs at the level of the vasculature."" [GOC:mtg_cardio]",240,1831,43,18452,0.023484434735117424,0.17916666666666667,query_1,['GO:0003013']
GO:BP,GO:0042732,D-xylose metabolic process,0.0031400286274244405,True,"""The chemical reactions and pathways involving D-xylose, a naturally occurring plant polysaccharide."" [ISBN:0198506732]",4,1831,4,18452,0.002184598580010923,1.0,query_1,['GO:0019321']
GO:BP,GO:1905330,regulation of morphogenesis of an epithelium,0.0031400286274244405,True,"""Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]",63,1831,17,18452,0.009284543965046422,0.2698412698412698,query_1,"['GO:0002009', 'GO:0022603']"
GO:BP,GO:0003006,developmental process involved in reproduction,0.0031400286274244405,True,"""A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."" [GOC:dph, GOC:isa_complete]",739,1831,105,18452,0.05734571272528673,0.14208389715832206,query_1,"['GO:0022414', 'GO:0032502']"
GO:BP,GO:0006574,L-valine catabolic process,0.0031400286274244405,True,"""The chemical reactions and pathways resulting in the breakdown of L-valine, 2-amino-3-methylbutanoic acid."" [GOC:ai]",4,1831,4,18452,0.002184598580010923,1.0,query_1,"['GO:0006573', 'GO:0009083', 'GO:0170035', 'GO:0170040']"
GO:BP,GO:0006883,intracellular sodium ion homeostasis,0.003198836474458015,True,"""A homeostatic process involved in the maintenance of a steady state level of sodium ions within a cell."" [GOC:ai, GOC:mah]",17,1831,8,18452,0.004369197160021846,0.47058823529411764,query_1,"['GO:0030003', 'GO:0055078']"
GO:BP,GO:0043434,response to peptide hormone,0.0033466777560933825,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]",395,1831,63,18452,0.03440742763517204,0.15949367088607594,query_1,"['GO:0009725', 'GO:1901698', 'GO:1901700']"
GO:BP,GO:0030003,intracellular monoatomic cation homeostasis,0.003477143156981921,True,"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]",364,1831,59,18452,0.03222282905516111,0.1620879120879121,query_1,"['GO:0006873', 'GO:0055080']"
GO:BP,GO:0048598,embryonic morphogenesis,0.0035172649054041995,True,"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]",533,1831,80,18452,0.04369197160021846,0.150093808630394,query_1,"['GO:0009653', 'GO:0009790']"
GO:BP,GO:0007605,sensory perception of sound,0.0038820088497639564,True,"""The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound."" [GOC:ai]",128,1831,27,18452,0.01474604041507373,0.2109375,query_1,['GO:0050954']
