source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0019752,carboxylic acid metabolic process,4.8395598561782245e-21,True,"""The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]",738,1831,166,18452,0.0906608410704533,0.22493224932249323,query_1,['GO:0043436']
GO:BP,GO:0043436,oxoacid metabolic process,4.8395598561782245e-21,True,"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [Wikipedia:Oxyacid]",754,1831,168,18452,0.09175314036045877,0.22281167108753316,query_1,['GO:0006082']
GO:BP,GO:0006082,organic acid metabolic process,8.081739689315623e-21,True,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",760,1831,168,18452,0.09175314036045877,0.22105263157894736,query_1,['GO:0044281']
GO:BP,GO:0044281,small molecule metabolic process,3.6300408248935914e-20,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1477,1831,266,18452,0.1452758055707264,0.18009478672985782,query_1,['GO:0008152']
GO:BP,GO:0003008,system process,1.2026674160157178e-19,True,"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]",1453,1831,261,18452,0.14254505734571274,0.17962835512732278,query_1,['GO:0032501']
GO:BP,GO:0044282,small molecule catabolic process,3.466635937866792e-17,True,"""The chemical reactions and pathways resulting in the breakdown of small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:vw]",305,1831,87,18452,0.047515019115237575,0.28524590163934427,query_1,"['GO:0009056', 'GO:0044281']"
GO:BP,GO:0016054,organic acid catabolic process,2.470545801193853e-15,True,"""The chemical reactions and pathways resulting in the breakdown of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",208,1831,66,18452,0.03604587657018023,0.3173076923076923,query_1,"['GO:0006082', 'GO:0044282']"
GO:BP,GO:0046395,carboxylic acid catabolic process,2.470545801193853e-15,True,"""The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups."" [ISBN:0198506732]",208,1831,66,18452,0.03604587657018023,0.3173076923076923,query_1,"['GO:0016054', 'GO:0019752']"
GO:BP,GO:0032501,multicellular organismal process,3.557257125504323e-15,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",5665,1831,727,18452,0.3970507919169853,0.12833186231244484,query_1,['GO:0008150']
GO:BP,GO:0001822,kidney development,3.747608514186529e-15,True,"""The process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and/or excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10, ISBN:0124020607, ISBN:0721662544]",305,1831,83,18452,0.04533042053522665,0.2721311475409836,query_1,"['GO:0048513', 'GO:0072001']"
GO:BP,GO:0072001,renal system development,1.0192007778264648e-14,True,"""The process whose specific outcome is the progression of the renal system over time, from its formation to the mature structure. The renal system maintains fluid balance and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels."" [GOC:mtg_kidney_jan10, GOC:yaf, PMID:6996269]",316,1831,84,18452,0.045876570180229385,0.26582278481012656,query_1,['GO:0048731']
GO:BP,GO:0032787,monocarboxylic acid metabolic process,4.631904209292403e-14,True,"""The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:vk]",520,1831,115,18452,0.06280720917531403,0.22115384615384615,query_1,['GO:0019752']
GO:BP,GO:0009888,tissue development,2.027839221355233e-13,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",1640,1831,263,18452,0.1436373566357182,0.1603658536585366,query_1,['GO:0048856']
GO:BP,GO:0060429,epithelium development,2.3918792021426985e-13,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",996,1831,180,18452,0.09830693610049153,0.18072289156626506,query_1,['GO:0009888']
GO:BP,GO:0055085,transmembrane transport,1.576384063118634e-12,True,"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]",1262,1831,212,18452,0.11578372474057892,0.16798732171156894,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0006814,sodium ion transport,2.182653784938776e-12,True,"""The directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",193,1831,58,18452,0.031676679410158386,0.3005181347150259,query_1,['GO:0030001']
GO:BP,GO:0065008,regulation of biological quality,3.878855606678294e-12,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",2462,1831,356,18452,0.19442927362097215,0.1445978878960195,query_1,['GO:0065007']
GO:BP,GO:0072073,kidney epithelium development,7.446293138592126e-12,True,"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]",145,1831,48,18452,0.026215182960131075,0.3310344827586207,query_1,"['GO:0001822', 'GO:0060429']"
GO:BP,GO:0035725,sodium ion transmembrane transport,1.3303746362617247e-11,True,"""A process in which a sodium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:vw]",142,1831,47,18452,0.025669033315128344,0.33098591549295775,query_1,"['GO:0006814', 'GO:0098655']"
GO:BP,GO:0006629,lipid metabolic process,3.153456448543184e-11,True,"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]",1152,1831,193,18452,0.10540688148552703,0.1675347222222222,query_1,['GO:0044238']
GO:BP,GO:0048513,animal organ development,1.0857919596749982e-10,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",2428,1831,345,18452,0.1884216275259421,0.14209225700164746,query_1,['GO:0048856']
GO:BP,GO:0015711,organic anion transport,2.0146433081301013e-10,True,"""The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."" [GOC:ai, GOC:krc]",375,1831,84,18452,0.045876570180229385,0.224,query_1,['GO:0006810']
GO:BP,GO:0006811,monoatomic ion transport,2.2073395406268736e-10,True,"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",1013,1831,172,18452,0.0939377389404697,0.16979269496544916,query_1,['GO:0006810']
GO:BP,GO:0034330,cell junction organization,8.039737394144068e-10,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix."" [GOC:dph, GOC:jl, GOC:mah]",724,1831,132,18452,0.07209175314036045,0.18232044198895028,query_1,['GO:0016043']
GO:BP,GO:0009063,amino acid catabolic process,9.38623691747758e-10,True,"""The chemical reactions and pathways resulting in the breakdown of amino acids, organic acids containing one or more amino substituents."" [GOC:ai]",87,1831,33,18452,0.018022938285090113,0.3793103448275862,query_1,"['GO:0006520', 'GO:0009056']"
GO:BP,GO:0072009,nephron epithelium development,1.147460339037075e-09,True,"""The process whose specific outcome is the progression of the nephron epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure. The nephron epithelium is a tissue that covers the surface of a nephron."" [GOC:mtg_kidney_jan10]",117,1831,39,18452,0.0212998361551065,0.3333333333333333,query_1,"['GO:0072006', 'GO:0072073']"
GO:BP,GO:0060993,kidney morphogenesis,1.3833920257063903e-09,True,"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]",93,1831,34,18452,0.018569087930092845,0.3655913978494624,query_1,"['GO:0001822', 'GO:0009887']"
GO:BP,GO:0072006,nephron development,2.0028933146205597e-09,True,"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]",151,1831,45,18452,0.024576734025122882,0.2980132450331126,query_1,"['GO:0001822', 'GO:0048856']"
GO:BP,GO:0032502,developmental process,3.6217233776797484e-09,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",5308,1831,652,18452,0.3560895685417804,0.12283345892991711,query_1,['GO:0008150']
GO:BP,GO:0030855,epithelial cell differentiation,3.6800158330183855e-09,True,"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]",565,1831,108,18452,0.05898416166029492,0.1911504424778761,query_1,"['GO:0030154', 'GO:0060429']"
GO:BP,GO:0015849,organic acid transport,3.849944337464433e-09,True,"""The directed movement of organic acids, any acidic compound containing carbon in covalent linkage, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [ISBN:0198506732]",286,1831,67,18452,0.03659202621518296,0.23426573426573427,query_1,['GO:0006810']
GO:BP,GO:0046942,carboxylic acid transport,3.849944337464433e-09,True,"""The directed movement of carboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-)."" [GOC:ai]",286,1831,67,18452,0.03659202621518296,0.23426573426573427,query_1,"['GO:0015711', 'GO:0015849']"
GO:BP,GO:0034220,monoatomic ion transmembrane transport,4.734007021492e-09,True,"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]",821,1831,142,18452,0.07755324959038777,0.17295980511571254,query_1,"['GO:0006811', 'GO:0055085']"
GO:BP,GO:0050877,nervous system process,1.2608622934484977e-08,True,"""An organ system process carried out by any of the organs or tissues of the neurological system."" [GOC:ai, GOC:mtg_cardio]",794,1831,137,18452,0.07482250136537412,0.172544080604534,query_1,['GO:0003008']
GO:BP,GO:0048731,system development,1.501170019171695e-08,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",3389,1831,441,18452,0.24085199344620425,0.13012688108586604,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0001656,metanephros development,1.9345778588117573e-08,True,"""The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:bf, ISBN:0192800752]",87,1831,31,18452,0.016930638995084655,0.3563218390804598,query_1,['GO:0001822']
GO:BP,GO:0048856,anatomical structure development,2.1377612270936296e-08,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",4880,1831,601,18452,0.3282359366466412,0.12315573770491803,query_1,['GO:0032502']
GO:BP,GO:0006520,amino acid metabolic process,3.031141303554785e-08,True,"""The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups."" [ISBN:0198506732]",236,1831,57,18452,0.03113052976515565,0.24152542372881355,query_1,['GO:0044238']
GO:BP,GO:0001657,ureteric bud development,3.4056619641545824e-08,True,"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]",94,1831,32,18452,0.017476788640087382,0.3404255319148936,query_1,['GO:0072164']
GO:BP,GO:0001823,mesonephros development,3.4056619641545824e-08,True,"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]",99,1831,33,18452,0.018022938285090113,0.3333333333333333,query_1,['GO:0001822']
GO:BP,GO:0009887,animal organ morphogenesis,3.4575646322348716e-08,True,"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]",823,1831,139,18452,0.07591480065537957,0.16889428918590524,query_1,"['GO:0009653', 'GO:0048513']"
GO:BP,GO:0072164,mesonephric tubule development,4.044445262683685e-08,True,"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]",95,1831,32,18452,0.017476788640087382,0.3368421052631579,query_1,"['GO:0035295', 'GO:0072163']"
GO:BP,GO:0072163,mesonephric epithelium development,4.044445262683685e-08,True,"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]",95,1831,32,18452,0.017476788640087382,0.3368421052631579,query_1,"['GO:0001823', 'GO:0072073']"
GO:BP,GO:0061326,renal tubule development,4.044445262683685e-08,True,"""The progression of the renal tubule over time from its formation to the mature form. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]",100,1831,33,18452,0.018022938285090113,0.33,query_1,"['GO:0035295', 'GO:0060429', 'GO:0072001']"
GO:BP,GO:1901605,alpha-amino acid metabolic process,4.044445262683685e-08,True,"""The chemical reactions and pathways involving an alpha-amino acid."" [GOC:TermGenie]",160,1831,44,18452,0.02403058438012015,0.275,query_1,"['GO:0006520', 'GO:0019752']"
GO:BP,GO:0072080,nephron tubule development,4.044445262683685e-08,True,"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]",95,1831,32,18452,0.017476788640087382,0.3368421052631579,query_1,"['GO:0061326', 'GO:0072009']"
GO:BP,GO:0048729,tissue morphogenesis,4.046625249921216e-08,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",533,1831,100,18452,0.054614964500273075,0.18761726078799248,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0003014,renal system process,5.3942001989865934e-08,True,"""An organ system process carried out by any of the organs or tissues of the renal system. The renal system maintains fluid balance, and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels; in other species, the renal system may comprise related structures (e.g., nephrocytes and malpighian tubules in Drosophila)."" [GOC:cjm, GOC:mtg_cardio, GOC:mtg_kidney_jan10]",117,1831,36,18452,0.019661387220098307,0.3076923076923077,query_1,['GO:0003008']
GO:BP,GO:0006812,monoatomic cation transport,7.669780587626769e-08,True,"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]",858,1831,142,18452,0.07755324959038777,0.1655011655011655,query_1,['GO:0006811']
GO:BP,GO:0030001,metal ion transport,9.462824216250617e-08,True,"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",691,1831,120,18452,0.0655379574003277,0.1736613603473227,query_1,['GO:0006812']
GO:BP,GO:0048878,chemical homeostasis,1.0528348454001651e-07,True,"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]",800,1831,134,18452,0.07318405243036592,0.1675,query_1,['GO:0042592']
GO:BP,GO:0006066,alcohol metabolic process,1.1714331250619651e-07,True,"""The chemical reactions and pathways involving alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom."" [ISBN:0198506732]",298,1831,65,18452,0.0354997269251775,0.2181208053691275,query_1,['GO:0044281']
GO:BP,GO:0170039,proteinogenic amino acid metabolic process,1.378120574507494e-07,True,"""The chemical reactions and pathways involving any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",121,1831,36,18452,0.019661387220098307,0.2975206611570248,query_1,"['GO:0006520', 'GO:0019752']"
GO:BP,GO:1901606,alpha-amino acid catabolic process,1.6108070292731146e-07,True,"""The chemical reactions and pathways resulting in the breakdown of an alpha-amino acid."" [GOC:TermGenie]",75,1831,27,18452,0.01474604041507373,0.36,query_1,"['GO:0009063', 'GO:0046395', 'GO:1901605']"
GO:BP,GO:0007275,multicellular organism development,2.0213160487796203e-07,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",3960,1831,495,18452,0.2703440742763517,0.125,query_1,"['GO:0032501', 'GO:0048856']"
GO:BP,GO:0002009,morphogenesis of an epithelium,3.124725509737017e-07,True,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",445,1831,85,18452,0.04642271982523211,0.19101123595505617,query_1,"['GO:0048729', 'GO:0060429']"
GO:BP,GO:0003013,circulatory system process,3.124725509737017e-07,True,"""An organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]",503,1831,93,18452,0.05079191698525396,0.1848906560636183,query_1,['GO:0003008']
GO:BP,GO:0006631,fatty acid metabolic process,3.257954057355923e-07,True,"""The chemical reactions and pathways involving fatty acids, aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [ISBN:0198547684]",340,1831,70,18452,0.03823047515019115,0.20588235294117646,query_1,"['GO:0006629', 'GO:0032787']"
GO:BP,GO:0030154,cell differentiation,3.35088578121072e-07,True,"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",3578,1831,452,18452,0.2468596395412343,0.12632755729457798,query_1,['GO:0048869']
GO:BP,GO:0048869,cellular developmental process,3.42475343221575e-07,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",3579,1831,452,18452,0.2468596395412343,0.12629226040793518,query_1,"['GO:0009987', 'GO:0032502']"
GO:BP,GO:0015698,inorganic anion transport,3.735572553772834e-07,True,"""The directed movement of inorganic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Inorganic anions are atoms or small molecules with a negative charge which do not contain carbon in covalent linkage."" [GOC:krc]",137,1831,38,18452,0.02075368651010377,0.2773722627737226,query_1,['GO:0006810']
GO:BP,GO:0072329,monocarboxylic acid catabolic process,4.11089784610529e-07,True,"""The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]",115,1831,34,18452,0.018569087930092845,0.2956521739130435,query_1,"['GO:0032787', 'GO:0046395']"
GO:BP,GO:0050808,synapse organization,5.347904433393413e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]",480,1831,89,18452,0.04860731840524304,0.18541666666666667,query_1,['GO:0034330']
GO:BP,GO:0098655,monoatomic cation transmembrane transport,5.347904433393413e-07,True,"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]",698,1831,118,18452,0.06444565811032223,0.16905444126074498,query_1,"['GO:0006812', 'GO:0034220']"
GO:BP,GO:0009653,anatomical structure morphogenesis,5.908785868450319e-07,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2285,1831,307,18452,0.16766794101583835,0.13435448577680525,query_1,"['GO:0032502', 'GO:0048856']"
GO:BP,GO:0009719,response to endogenous stimulus,8.957731703925478e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1261,1831,187,18452,0.10212998361551065,0.14829500396510706,query_1,['GO:0050896']
GO:BP,GO:0072028,nephron morphogenesis,9.03332373343735e-07,True,"""The process in which the anatomical structures of the nephron are generated and organized. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]",76,1831,26,18452,0.014199890770071,0.34210526315789475,query_1,"['GO:0009653', 'GO:0060993', 'GO:0072006']"
GO:BP,GO:0170035,L-amino acid catabolic process,9.03332373343735e-07,True,"""The chemical reactions and pathways resulting in the breakdown of an L-amino acid."" [GOC:edw]",71,1831,25,18452,0.013653741125068269,0.352112676056338,query_1,"['GO:0170033', 'GO:1901606']"
GO:BP,GO:0061138,morphogenesis of a branching epithelium,1.1608540457390899e-06,True,"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]",179,1831,44,18452,0.02403058438012015,0.24581005586592178,query_1,"['GO:0001763', 'GO:0002009']"
GO:BP,GO:0170040,proteinogenic amino acid catabolic process,1.1655609850983773e-06,True,"""The chemical reactions and pathways resulting in the breakdown of any amino acid that is incorporated into protein naturally by ribosomal translation of mRNA, and that has a specific codon for translation from mRNA to protein."" [GOC:ew]",67,1831,24,18452,0.013107591480065538,0.3582089552238806,query_1,"['GO:0046395', 'GO:0170039']"
GO:BP,GO:0170033,L-amino acid metabolic process,1.2851663609929167e-06,True,"""The chemical reactions and pathways involving an L-amino acid."" [GOC:edw]",126,1831,35,18452,0.019115237575095576,0.2777777777777778,query_1,['GO:1901605']
GO:BP,GO:0007155,cell adhesion,1.4195360462366756e-06,True,"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",1337,1831,195,18452,0.1064991807755325,0.14584891548242335,query_1,['GO:0009987']
GO:BP,GO:0071495,cellular response to endogenous stimulus,1.437408555160845e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]",1072,1831,163,18452,0.0890223921354451,0.15205223880597016,query_1,['GO:0009719']
GO:BP,GO:0009081,branched-chain amino acid metabolic process,1.437408555160845e-06,True,"""The chemical reactions and pathways involving amino acids containing a branched carbon skeleton, comprising isoleucine, leucine and valine."" [GOC:ai]",25,1831,14,18452,0.007646095030038231,0.56,query_1,"['GO:0006520', 'GO:0019752']"
GO:BP,GO:0007267,cell-cell signaling,1.9980850567126334e-06,True,"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]",1020,1831,156,18452,0.085199344620426,0.15294117647058825,query_1,"['GO:0007154', 'GO:0023052']"
GO:BP,GO:2000027,regulation of animal organ morphogenesis,2.0892125612482653e-06,True,"""Any process that modulates the frequency, rate or extent of animal organ morphogenesis."" [GOC:obol]",74,1831,25,18452,0.013653741125068269,0.33783783783783783,query_1,"['GO:0009887', 'GO:0022603']"
GO:BP,GO:0001763,morphogenesis of a branching structure,2.3997980051703813e-06,True,"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]",190,1831,45,18452,0.024576734025122882,0.23684210526315788,query_1,"['GO:0009653', 'GO:0032501']"
GO:BP,GO:0008015,blood circulation,2.620988233223917e-06,True,"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",424,1831,79,18452,0.04314582195521573,0.18632075471698112,query_1,['GO:0003013']
GO:BP,GO:0042592,homeostatic process,2.6434503748912154e-06,True,"""Any biological process involved in the maintenance of an internal steady state. Homeostasis allows cells and organisms to maintain stable internal conditions despite varying external conditions."" [PMID:26265027]",1451,1831,207,18452,0.11305297651556527,0.14266023432115782,query_1,['GO:0008150']
GO:BP,GO:0042445,hormone metabolic process,3.0298683181411746e-06,True,"""The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",179,1831,43,18452,0.023484434735117424,0.24022346368715083,query_1,"['GO:0008152', 'GO:0010817']"
GO:BP,GO:0098916,anterograde trans-synaptic signaling,4.4921788636706214e-06,True,"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]",595,1831,101,18452,0.0551611141452758,0.16974789915966387,query_1,['GO:0099537']
GO:BP,GO:0007268,chemical synaptic transmission,4.4921788636706214e-06,True,"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]",595,1831,101,18452,0.0551611141452758,0.16974789915966387,query_1,['GO:0098916']
GO:BP,GO:0050801,monoatomic ion homeostasis,4.692094090465794e-06,True,"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",445,1831,81,18452,0.04423812124522119,0.18202247191011237,query_1,['GO:0048878']
